"College_code","Dept","1G","1K","1R","2AG","2AK","2AR","2BG","2BK","2BR","3AG","3AK","3AR","3BG","3BK","3BR","GM","GMK","GMR","SCG","SCK","SCR","STG","STK","STR"
"E153","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E153","CS","106234","--","--","88756","--","92182","80197","--","--","70891","--","--","69158","--","106290","68094","75802","78078","130085","--","132381","88949","--","--"
"E153","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","175388","--","--","--","--","--","--","--","--"
"E153","IC CS-IoT, Cyber
Security","--","--","--","178163","--","--","153756","--","--","154380","--","--","145759","--","--","139339","--","--","--","--","--","157535","--","--"
"E153","IS","125079","--","--","121415","--","--","80659","--","--","90319","--","--","85058","--","--","78851","--","98890","122748","--","--","--","--","--"
"E153","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E154","CV","177179","--","--","179955","--","--","--","--","--","--","--","--","174371","--","--","173721","--","--","180264","--","--","--","--","--"
"E154","CS","60879","--","--","63612","76523","79377","64473","--","179516","55333","--","--","60616","--","63545","48942","52972","55536","72349","--","78906","56551","--","--"
"E154","EC","112742","--","--","107132","117694","107366","92013","--","--","91696","--","108314","91292","--","--","83942","92837","95181","134195","170491","181777","120005","--","149439"
"E154","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182576","--","--","--","--","--","--","--","--"
"E155","CV","138804","--","167179","156832","--","--","125525","--","--","88143","--","--","95744","--","121181","72257","105927","89953","129401","144218","140457","108780","--","--"
"E155","CS","33895","--","--","31832","42084","32027","32331","--","81442","27751","--","--","27634","--","29054","23647","23729","26699","45851","--","58966","28714","--","--"
"E155","EC","68832","--","--","47228","--","51493","71891","--","--","36588","--","41572","40170","44351","--","35873","44056","40941","64040","--","83886","56474","--","113090"
"E155","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181793","--","--","--","--","--","--","--","--"
"E156","CV","--","--","--","181413","--","--","--","--","--","179586","--","--","--","--","--","177854","--","179290","183207","--","--","--","--","--"
"E156","CS","55498","--","--","59826","77037","80763","91613","--","--","44704","--","--","50571","--","58085","40975","45554","45629","64829","--","77747","68503","--","--"
"E156","EC","83267","--","--","107651","--","120615","142264","--","--","58312","--","65388","68829","81677","--","56892","59269","65077","149035","--","--","70155","--","113861"
"E156","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180898","--","--","--","--","--","--","--","--"
"E157","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182611","--","--","--","--","--","--","--","--"
"E157","CS","52745","--","--","60232","86500","84862","74931","--","--","48336","--","--","56959","--","63146","44091","47757","54598","67475","--","80471","71999","--","--"
"E157","EC","91436","--","--","110987","--","116161","96626","--","--","67616","--","87649","82003","85574","--","66495","81412","87627","125200","--","173261","109202","--","111974"
"E157","MM Mechanical,
Smart Manf.","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182497","--","--","--","--","--","--","--","--"
"E158","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","177245","--","--","--","--","--","--","--","--"
"E158","CS","46688","--","--","45322","--","73968","38843","--","66716","32183","--","--","35178","--","58607","32178","54675","36474","59347","94455","144611","57163","--","--"
"E158","EC","152291","--","--","72561","117675","141034","78812","--","--","52744","--","71897","53667","--","--","51303","60088","68469","94351","--","136730","79669","--","--"
"E158","IS","74249","--","174744","52828","--","55530","45567","--","--","43569","--","55634","44612","84440","--","40064","50698","53239","84855","--","--","75780","--","--"
"E158","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180800","--","--","--","--","--","--","--","--"
"E158","MK Mechanical Engg
(Kannada)","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E159","AE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179504","--","--","--","--","--","--","--","--"
"E159","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E159","CS","--","--","--","176940","--","--","173202","--","--","154100","--","--","157489","--","--","154079","161499","182634","--","--","--","166126","--","--"
"E159","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","123717","--","--","--","--","--","--","--","--"
"E159","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E160","AD Artificial
Intel, Data Sc","31533","--","--","38401","--","43547","34484","--","--","48172","--","--","--","--","--","30655","89503","31995","176816","--","--","74675","--","--"
"E160","CA CS (AI, Machine
Learning)","30611","--","--","31458","--","--","28528","--","--","41892","--","--","31951","--","--","25191","--","44379","166539","--","--","--","--","75699"
"E160","CS","22627","--","24594","27930","30580","34844","22426","--","--","27272","--","--","26220","--","32055","15356","18713","20241","134577","--","--","34174","--","--"
"E160","CY CS- Cyber
Security","40181","--","--","49368","--","62248","37043","--","--","46944","--","--","32706","--","--","32008","34771","44007","123149","--","--","--","--","--"
"E160","DS Comp. Sc. Engg-
Data Sc.","--","--","--","31473","51696","--","--","--","--","--","--","47328","36511","--","--","30058","--","30569","111586","--","--","108632","--","--"
"E160","EC","47088","--","--","50267","--","53684","55025","--","--","36461","--","--","43561","66299","--","33075","35876","48675","145217","--","--","35082","--","--"
"E160","IS","28242","33765","45483","38061","--","47303","26181","--","--","35399","--","--","36899","--","42075","22427","27426","29717","148077","--","--","47562","--","--"
"E160","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182525","--","--","--","--","--","--","--","--"
"E160","RA Robotics and
Automation","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182078","--","--","--","--","--","--","--","--"
"E161","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","183026","--","--","--","--","--","--","--","--"
"E161","CS","50922","--","--","58560","63125","68680","75428","--","78649","44414","--","--","58756","--","69798","43830","45154","47316","81871","--","104144","78994","--","--"
"E161","EC","121087","--","--","108079","108263","115841","143344","--","--","78327","--","89393","84821","--","--","76487","91041","83833","114916","157968","131869","94260","--","113247"
"E161","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181231","--","--","--","--","--","--","--","--"
"E162","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181811","--","--","--","--","--","--","--","--"
"E162","CS","63796","--","--","49846","--","--","--","--","--","62389","--","--","58564","--","--","41667","--","42086","65014","71730","--","--","--","56320"
"E162","EC","--","--","--","105481","118752","--","91552","--","--","108557","--","--","76757","--","--","65936","--","88687","166531","--","--","68418","--","--"
"E162","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181908","--","--","--","--","--","--","--","--"
"E163","CV","182199","--","--","167525","--","172709","146387","--","--","114800","--","--","125075","--","137561","99717","115221","136952","171556","--","--","172044","--","--"
"E163","CS","39649","--","--","48762","49801","50003","50217","--","59035","64268","--","--","43091","--","44289","37815","40792","43430","88532","--","90418","45654","--","--"
"E163","EC","100579","128024","--","70520","76420","71545","78600","--","--","79662","--","130711","73787","--","--","61484","61588","68336","163937","--","--","73516","--","111339"
"E163","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181099","--","--","--","--","--","--","--","--"
"E164","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179735","--","--","--","--","--","--","--","--"
"E164","CS","74093","--","--","68377","--","85239","--","--","--","58796","--","--","52381","--","--","48911","--","54776","84068","101050","--","--","--","138232"
"E164","EC","138687","--","--","148758","--","160842","134188","--","--","102926","--","132027","105358","112829","--","99213","105862","129278","174407","--","--","141698","--","--"
"E164","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182521","--","--","--","--","--","--","--","--"
"E165","AI Artificial
Intelligence","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179381","--","--","--","--","--","--","--","--"
"E165","CS","--","--","--","111730","--","135584","84929","--","--","101363","--","--","81917","--","--","63185","--","69469","180036","--","--","81041","--","--"
"E165","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181230","--","--","--","--","--","--","--","--"
"E165","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","151091","--","--","--","--","--","--","--","--"
"E165","IS","102375","--","103580","145465","--","--","78556","142602","110659","98016","--","--","91897","--","103891","75551","--","89075","153811","--","--","--","--","--"
"E165","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179151","--","--","--","--","--","--","--","--"
"E166","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","176954","--","--","--","--","--","--","--","--"
"E166","CS","27880","--","--","28151","42346","29423","26022","--","--","29555","--","--","23214","--","--","22057","23716","28587","45359","--","46362","28902","--","35528"
"E166","EC","79071","--","--","40332","50988","57085","44243","--","59374","39842","--","--","28781","--","61192","28763","33508","52942","85851","--","--","50559","--","--"
"E166","EE","105238","--","--","90509","--","174729","54233","--","--","119568","--","--","60945","--","--","53617","124160","125414","157941","--","--","--","--","--"
"E166","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180575","--","--","--","--","--","--","--","--"
"E167","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","161794","--","--","--","--","--","--","--","--"
"E167","CS","62905","--","--","67923","68002","73055","68763","--","106812","71869","--","--","47448","--","--","44085","45097","56734","140878","--","--","101736","--","--"
